id_phim,tenphim,trangthai,daodien,thoiluong,phude,namsx,quocgia,theloai,dophangiai,luotxem,rating,vote
326,Nữ Tặc Nhà Giàu,Hoàn thành,Fred Wolf,97 phút,Vietsub,2008,Âu Mỹ,Hài Hước,HD,537.0,8.0,1.0
327,Sự Khác Biệt,Hoàn thành,Cindy Chupack,100 phút,Vietsub,2019,Âu Mỹ,Hài Hước,HD,409.0,8.0,1.0
330,Trùng Khởi Chi Cực Hải Thính Lôi,Hoàn thành,ANZI PAN,45 Phút/Tập,Vietsub,2020,Trung Quốc,"Phiêu Lưu, Bí ẩn, Viễn Tưởng",HD,2550.0,8.0,1.0
331,Giáng Sinh Vùng Quê,Hoàn thành,Maclain Nelson,84 phút,Vietsub,2018,Trung Quốc,"Tình Cảm, Chính kịch",HD,534.0,8.0,1.0
332,Gai Tình,Đang chiếu,Xi Zi,15 phút/tập,Vietsub,2024,Trung Quốc,"Hành Động, Cổ Trang, Tình Cảm",HD,5372.0,8.0,1.0
334,Gió Thổi Bán Hạ (Dã Man Sinh Trưởng),Hoàn thành,"Fu Dong Yu, Mao Wei",46 phút/tập,Thuyết Minh,2022,Trung Quốc,"Tâm Lý, Gia Đình",HD,19734.0,8.0,1.0
339,Bạn Gái Yêu Quái của Tôi,Hoàn thành,Miki Takahiro,35 phút/tập,VietSub,2024,Nhật Bản,"Tình Cảm, Chính kịch, Tâm Lý, Phiêu Lưu, Hành Động, Viễn Tưởng",HD,2906.0,8.0,1.0
340,Trai Bao Ống Nước,Hoàn thành,Topel Lee,118 phút,Vietsub,2022,Philippines,"Chính kịch, Phim 18+",HD,2161.0,8.0,1.0
341,Mất Tích 3,Hoàn thành,Jack Bender,45 Phút/Tập,Vietsub,2006,Âu Mỹ,"Chính kịch, Phiêu Lưu, Viễn Tưởng",HD,1707.0,8.0,1.0
342,Mất Tích 4,Hoàn thành,Jack Bender,45 Phút/Tập,Vietsub,2008,Âu Mỹ,"Chính kịch, Phiêu Lưu, Viễn Tưởng",HD,1105.0,8.0,1.0
343,Pamali: Làng Tử Thi,Hoàn thành,Bobby Prasetyo,97 phút,Vietsub,2023,Indonesia,"Kinh Dị, Bí ẩn",HD,1209.0,8.0,1.0
344,Thiên Thần Hủy Diệt 2,Hoàn thành,Tony Lou Chun-Ku,93 phút,Vietsub,1992,Hồng Kông,"Chính kịch, Hành Động",HD,566.0,8.0,1.0
345,Bạn Cùng Phòng,Hoàn thành,Isao Yukisada,118 phút,Vietsub,2010,Nhật Bản,Chính kịch,HD,387.0,8.0,1.0
346,Thỏa Thuận Với Quỷ Dữ,Hoàn thành,Lee Won-tae,116 phút,Vietsub,2023,Hàn Quốc,"Chính kịch, Hình Sự",HD,1360.0,8.0,1.0
347,Maksym Osa: Vàng Của Người Sói,Hoàn thành,Myroslav Latyk,100 phút,Vietsub,2022,Nga,Bí ẩn,HD,454.0,8.0,1.0
348,Asterix Và Obelix: Vương Quốc Trung Cổ,Hoàn thành,Guillaume Canet,112 phút,Vietsub,2023,Pháp,"Hài Hước, Phiêu Lưu, Gia Đình",HD,477.0,8.0,1.0
350,Nữ Chiến Binh,Hoàn thành,Dallas King,95 phút,Vietsub,2019,Âu Mỹ,"Chính kịch, Hành Động, Hình Sự",HD,630.0,8.0,1.0
351,Mộc Phủ Phong Vân,Hoàn thành,Vu Vinh Quang,42 Phút/Tập,VietSub,2012,Trung Quốc,"Tình Cảm, Chính kịch, Tâm Lý, Cổ Trang",HD,2251.0,8.0,1.0
352,Người Vợ Thân Quen (Bản Thái),Hoàn thành,Liaw Kittikorn Liawsirikun,60 phút/tập,Thuyết Minh,2024,Thái Lan,"Tình Cảm, Chính kịch, Tâm Lý",HD,4958.0,8.0,1.0
353,Gia Sư,Hoàn thành,Jordan Ross,92 phút,Vietsub,2023,Âu Mỹ,Bí ẩn,HD,426.0,8.0,1.0
355,Nữ Sinh Ngoan Hiền,Hoàn thành,Artemio Abad,52 phút,Vietsub,2024,Philippines,Phim 18+,HD,2912.0,8.0,1.0
356,Anita: Nữ thần Thụy Điển,Hoàn thành,Torgny Wickman,95 phút,Vietsub,1973,Pháp,Phim 18+,HD,2893.0,8.0,1.0
357,Mất Tích 6,Hoàn thành,Jack Bender,45 Phút/Tập,Vietsub,2010,Âu Mỹ,"Chính kịch, Phiêu Lưu, Viễn Tưởng",HD,1118.0,8.0,1.0
358,Mất Tích 5,Hoàn thành,Jack Bender,45 Phút/Tập,Vietsub,2009,Âu Mỹ,"Chính kịch, Phiêu Lưu, Viễn Tưởng",HD,1139.0,8.0,1.0
359,Giếng Quỷ,Hoàn thành,Federico Zampaglione,91 phút,Vietsub,2024,Ý,Phiêu Lưu,HD,435.0,8.0,1.0
361,Nữ Sát Nhân,Hoàn thành,Lucky McKee,102 phút,Vietsub,2011,Âu Mỹ,"Chính kịch, Kinh Dị",HD,582.0,8.0,1.0
362,Mười Sáu Ngọn Nến,Hoàn thành,John Hughes,93 phút,Vietsub,1984,Âu Mỹ,"Tình Cảm, Hài Hước",HD,467.0,8.0,1.0
363,Hung Bạo,Hoàn thành,Larry Clark,113 Phút,Vietsub,2001,Âu Mỹ,"Chính kịch, Hình Sự",HD,485.0,8.0,1.0
364,Chiến Thần Tam Giới,Hoàn thành,Nag Ashwin,176 phút,Vietsub,2024,Ấn Độ,"Chính kịch, Hành Động, Viễn Tưởng",HD,1065.0,8.0,1.0
365,Nhà Nghỉ Bates 4,Hoàn thành,Tucker Gates,45 Phút/Tập,Vietsub,2016,Âu Mỹ,"Chính kịch, Kinh Dị, Bí ẩn",HD,924.0,8.0,1.0
366,Biệt Đội Săn Mồi,Hoàn thành,M. J. Bassett,106 phút,Vietsub,2020,Âu Mỹ,"Phiêu Lưu, Hành Động",HD,672.0,8.0,1.0
367,Bùa Hình Nhân,Hoàn thành,Phontharis Chotkijsadarsopon,107 phút,Vietsub,2023,Thái Lan,Kinh Dị,HD,995.0,8.0,1.0
369,Chuyện Rùng Rợn Ở Amityville,Hoàn thành,Andrew Douglas,90 Phút,Vietsub,2005,Âu Mỹ,Kinh Dị,HD,730.0,8.0,1.0
370,Trận Chiến Cảng Arthur,Hoàn thành,Toshio Masuda,185 Phút,Vietsub,1980,Nhật Bản,"Chính kịch, Chiến Tranh",HD,404.0,8.0,1.0
372,Thiết Huyết Nam Nhi,Hoàn thành,Trang Vĩ Kiện,45 phút/tập,Vietsub,1991,Hồng Kông,"Hành Động, Hình Sự",HD,1099.0,8.0,1.0
373,Mission of the Warriors,Hoàn thành,"Mộng Kế, Vương Dĩ",45 phút/tập,Vietsub,2001,Trung Quốc,"Cổ Trang, Võ Thuật",HD,1088.0,8.0,1.0
374,Bắc Đẩu Song Hùng,Hoàn thành,Lý Đình Luân,45 phút/tập,Vietsub,1983,Hồng Kông,"Tình Cảm, Tâm Lý",HD,1178.0,8.0,1.0
378,Dọc Đường Gió Bụi,Hoàn thành,James Mangold,136 phút,Vietsub,2005,Âu Mỹ,"Chính kịch, Âm Nhạc",HD,326.0,8.0,1.0
379,Anh Giai Nằm Vùng,Hoàn thành,Malcolm D. Lee,86 phút,Vietsub,2002,Âu Mỹ,"Hài Hước, Hành Động",HD,506.0,8.0,1.0
380,Ký Ức Tuổi Thơ,Hoàn thành,Nick Cheuk,95 phút,Vietsub,2023,Hồng Kông,Chính kịch,HD,1393.0,8.0,1.0
382,John Adams,Hoàn thành,Tom Hooper,60 phút/tập,Vietsub,2008,Âu Mỹ,Chính kịch,HD,614.0,8.0,1.0
383,Gặp Em Ở Manhattan,Hoàn thành,Lý Cự Nguyên,103 phút,Thuyết Minh,2017,Trung Quốc,Tâm Lý,HD,1816.0,8.0,1.0
384,Cớm Bẩn,Hoàn thành,Chris Fisher,97 phút,Vietsub,2006,Âu Mỹ,"Chính kịch, Hình Sự",HD,436.0,8.0,1.0
385,Giáng Sinh Của Carol,Hoàn thành,Michael M. Scott,84 phút,Vietsub,2012,Canada,"Tâm Lý, Gia Đình",HD,351.0,8.0,1.0
386,Yêu Nữ Rắn Đen,Hoàn thành,Joe D'Amato,97 Phút,Vietsub,1976,Ý,"Chính kịch, Kinh Dị",HD,469.0,8.0,1.0
391,Khu Rừng Tuổi Thơ,Hoàn thành,Yim Soon-rye,99 phút,Thuyết Minh,2018,Hàn Quốc,"Tâm Lý, Gia Đình",HD,729.0,8.0,1.0
392,Cặp Đôi Hoàn Hảo 1,Hoàn thành,Susanne Bier,45 Phút/Tập,Vietsub,2024,Âu Mỹ,"Chính kịch, Hình Sự",HD,815.0,8.0,1.0
394,Dhevaprom: Poncheewan,Hoàn thành,King Somching Srisupap,45 phút/tập,VietSub,2024,Thái Lan,"Tình Cảm, Chính kịch, Tâm Lý",HD,2949.0,8.0,1.0
395,Vương Hậu Margot,Hoàn thành,Patrice Chéreau,138 phút,Vietsub,1994,Pháp,Chính kịch,HD,314.0,8.0,1.0
396,Ác Quỷ Sàn Catwalk,Hoàn thành,Nicolas Winding Refn,106 phút,Vietsub,2016,Âu Mỹ,Tâm Lý,HD,1872.0,8.0,1.0
397,Dìdi,Hoàn thành,Sean Wang,94 phút,Vietsub,2024,Âu Mỹ,"Hài Hước, Chính kịch",HD,355.0,8.0,1.0
398,Chú Chó Đeo Giày Marcel,Hoàn thành,Dean Fleischer-Camp,90 Phút,Vietsub,2022,Âu Mỹ,"Hài Hước, Chính kịch, Phiêu Lưu, Gia Đình",HD,282.0,8.0,1.0
400,Mẹ Tôi Là Rocker,Hoàn thành,Jonathan Demme,100 phút,Vietsub,2015,Âu Mỹ,"Hài Hước, Chính kịch, Âm Nhạc",HD,329.0,8.0,1.0
403,Nghi Phạm Số 0,Hoàn thành,E. Elias Merhige,99 phút,Vietsub,2004,Âu Mỹ,Hình Sự,HD,578.0,8.0,1.0
405,Nữ Hiệp Xuất Sắc,Đang chiếu,杨泰,15 phút/tập,Vietsub,2024,Trung Quốc,"Chính kịch, Tình Cảm, Tâm Lý, Cổ Trang",HD,2250.0,8.0,1.0
406,Ác Linh Trong Xác Mẹ,Hoàn thành,Hadrah Daeng Ratu,96 Phút,Vietsub,2024,Indonesia,"Kinh Dị, Chính kịch",HD,3402.0,8.0,1.0
408,Di Tản An Toàn Từ Thế Kỷ 21,Hoàn thành,Li Yang,98 Phút,Vietsub,2024,Trung Quốc,"Hài Hước, Viễn Tưởng",HD,543.0,8.0,1.0
409,Cô Nương Ham Tiền,Hoàn thành,Li Tian,45 phút/tập,VietSub,2024,Trung Quốc,"Tình Cảm, Hài Hước, Chính kịch, Tâm Lý, Cổ Trang",HD,4547.0,8.0,1.0
410,Đả Nữ Báo Thù,Hoàn thành,오승욱,114Phút,Vietsub,2024,Hàn Quốc,Hình Sự,CAM,3555.0,8.0,1.0
411,Cuồng Phong,Hoàn thành,Từ Kỷ Châu,46 phút/tập,Vietsub,2023,Trung Quốc,"Hành Động, Tâm Lý, Hình Sự, Phiêu Lưu",FHD,142565.0,6.0,2.0
412,Tứ Phương Quán,Hoàn thành,Zhao Qi Chen,45 phút/tập,Thuyết Minh,2024,Trung Quốc,"Tình Cảm, Hài Hước, Chính kịch, Tâm Lý, Cổ Trang",HD,12039.0,8.0,1.0
415,Vén Màn Tội Ác,Hoàn thành,Kim Sung Yong,60 phút/tập,Thuyết Minh,2021,Hàn Quốc,"Hành Động, Tâm Lý, Hình Sự, Phiêu Lưu",HD,21739.0,8.0,1.0
416,Liễu Chu Ký (Kiều Tàng),Hoàn thành,"Lưu Quốc Nam, Tùng Hiểu",45 phút/tập,Thuyết Minh,2024,Trung Quốc,"Tình Cảm, Chính kịch, Cổ Trang",HD,135706.0,10.0,1.0
418,Vua Học Đường,Hoàn thành,Yoo Je Won,65 phút/tập,Thuyết Minh,2014,Hàn Quốc,"Tình Cảm, Tâm Lý, Gia Đình, Học Đường",HD,22976.0,8.0,1.0
421,Long Châu Truyền Kỳ,Hoàn thành,"Chu Thiểu Kiệt, Chu Viễn Chu",35 phút/tập,Thuyết Minh,2017,Trung Quốc,"Cổ Trang, Võ Thuật",HD,147311.0,8.5,2.0
424,Bộ Bộ Kinh Tâm,Hoàn thành,Lý Quốc Lập,49 phút/tập,Vietsub,2015,Trung Quốc,Cổ Trang,HD,22531.0,8.0,1.0
427,Kẻ Sát Nhân: Đứa Trẻ Có Thể Chết,Hoàn thành,Choi Jae-hoon,95 Phút,Vietsub,2022,Hàn Quốc,"Hành Động, Hình Sự, Bí ẩn",HD,3435.0,8.0,1.0
428,Cho Đến Khi Tôi Phá Hủy Gia Đình Của Chồng,Đang chiếu,"Muroi Takehito, Yoshida Taizo, Ueda Jin",49 phút/tập,Vietsub,2024,Nhật Bản,"Chính kịch, Tình Cảm, Tâm Lý, Gia Đình",HD,2155.0,8.0,1.0
429,Hoàng Hậu Woo,Hoàn thành,Jung Se Kyo,45 phút/ tập,Vietsub,2024,Hàn Quốc,"Cổ Trang, Tình Cảm, Chính kịch, Tâm Lý",HD,7484.0,8.0,1.0
430,Phàm Nhân Ca,Đang chiếu,Jian Chuan He,45 phút/tập,VietSub,2024,Trung Quốc,"Tình Cảm, Chính kịch, Tâm Lý, Gia Đình",HD,3074.0,8.0,1.0
431,Khi Ngón Tay Anh Chạm Vào Hơi Ấm Của Em,Hoàn thành,Yang Kyung Hee,60 phút/tập,VietSub,2024,Hàn Quốc,"Tình Cảm, Tâm Lý, Gia Đình, Học Đường",HD,1832.0,8.0,1.0
433,Ông Bố Đối Đầu,Hoàn thành,표민수,66 phút/tập,Thuyết Minh,2024,Hàn Quốc,Hình Sự,HD,12179.0,8.0,1.0
434,Mặt Trời Của Chàng Joo,Hoàn thành,Jin Hyeok,30 phút,VietSub,2013,Hàn Quốc,"Hài Hước, Tâm Lý, Kinh Dị",HD,16646.0,8.0,1.0
435,Chuyện Tình Trớ Trêu,Hoàn thành,Topel Lee,101 Phút,Vietsub,2023,Philippines,Chính kịch,HD,6770.0,8.0,1.0
437,Những Người Thừa Kế,Hoàn thành,"Kang Shin Hyo, Boo Sung Chul",60 phút/tập,VietSub,2013,Hàn Quốc,"Hài Hước, Tâm Lý, Tình Cảm, Chính kịch, Gia Đình",HD,50685.0,8.0,1.0
438,Chạy Đâu Cho Thoát,Hoàn thành,Liu Ren Zhi,59 phút/tập,Vietsub,2014,Hàn Quốc,"Tình Cảm, Tâm Lý",HD,11797.0,8.0,1.0
440,Yêu Từng Centimet,Hoàn thành,Phan Việt,45 phút/tập,Thuyết Minh,2020,Trung Quốc,"Tình Cảm, Tâm Lý",HD,37341.0,8.0,1.0
442,Cô Nàng Đẹp Trai,Hoàn thành,Hong Sung Chang,60 phút/tập,Vietsub,2009,Hàn Quốc,"Tình Cảm, Hài Hước, Chính kịch, Tâm Lý",HD,18066.0,8.0,1.0
443,Lương Tâm Kẻ Bắt Cóc (Ngày Bắt Cóc),Hoàn thành,Park Yoo Young,45 phút/ tập,VietSub,2023,Hàn Quốc,"Tình Cảm, Chính kịch, Tâm Lý, Bí ẩn, Hình Sự",HD,21982.0,8.0,1.0
444,Gia Tài Của Ngoại,Hoàn thành,Pat Boonnitipat,127 phút,VietSub,2024,Thái Lan,"Tình Cảm, Chính kịch, Tâm Lý, Gia Đình",HD,4621.0,8.0,1.0
453,Xấu Xí,Hoàn thành,McG,100phút,VietSub,2024,Âu Mỹ,"Tình Cảm, Hài Hước, Chính kịch, Tâm Lý, Viễn Tưởng, Khoa Học",HD,598.0,8.0,1.0
454,Chàng Nữ Phi Công,Hoàn thành,Kim Han Gyul,111 Phút,VietSub,2024,Hàn Quốc,"Hài Hước, Tình Cảm, Tâm Lý, Phiêu Lưu",HD,2620.0,8.0,1.0
456,Nữ Hoàng Nước Mắt,Hoàn thành,"Jang Young Woo, Kim Hee Won",45 phút/tập,Thuyết Minh,2024,Hàn Quốc,"Tình Cảm, Hài Hước, Tâm Lý, Gia Đình",HD,218993.0,8.0,3.0
457,Avatar 2: Dòng Chảy Của Nước,Hoàn thành,James Cameron,120 phút,Vietsub,2022,Âu Mỹ,"Hành Động, Phiêu Lưu",FHD,22292.0,8.0,1.0
458,Khu Vườn Hoàng Kim,Hoàn thành,Lee Dae Young,34 phút/tập,Lồng Tiếng,2019,Hàn Quốc,Tình Cảm,HD,23078.0,8.0,1.0
459,Người Chưa Từng Sai,Hoàn thành,Boonyathorn Kitiphattakon,45 phút/tập,Thuyết Minh,2024,Thái Lan,"Tình Cảm, Tâm Lý",HD,2590.0,8.0,1.0
460,Tình Yêu Trở Về Mái Ấm,Đang chiếu,Kim Da Ye,70 phút/tập,VietSub,2024,Hàn Quốc,"Tình Cảm, Chính kịch, Tâm Lý, Gia Đình",HD,4305.0,8.0,1.0
462,Niên Sử Ký Arthdal: Thanh Gươm Của Aramun,Hoàn thành,Kim Kwang Shik,45 phút/ tập,VietSub,2023,Hàn Quốc,"Tình Cảm, Chính kịch, Tâm Lý, Hành Động, Cổ Trang",HD,15633.0,10.0,2.0
463,Doona!,Hoàn thành,Lee Jeong Hyo,60 phút/ tập,VietSub,2023,Hàn Quốc,"Tình Cảm, Tâm Lý",HD,47861.0,10.0,2.0
464,Trung học trong trắng,Hoàn thành,"Yuka Yasukawa, Ryō Ōta",52 phút/tập,Vietsub,2024,Nhật Bản,Chính kịch,HD,540.0,8.0,1.0
466,Thiên Thần Nhân Gian,Hoàn thành,Jon Gunn,118 Phút,Vietsub,2024,Âu Mỹ,Chính kịch,HD,308.0,8.0,1.0
467,Tay đấm Ba Lan,Hoàn thành,Mitja Okorn,150 Phút,Vietsub,2024,Ba lan,Chính kịch,HD,238.0,8.0,1.0
468,Bí mật giới thể thao: Hope Solo vs. Liên đoàn bóng đá Mỹ,Hoàn thành,Nina Meredith,73 Phút,Vietsub,2024,Âu Mỹ,Tài Liệu,HD,268.0,8.0,1.0
469,Apollo 13: Sống sót,Hoàn thành,Pete Middleton,98 Phút,Vietsub,2024,Anh,Tài Liệu,HD,291.0,8.0,1.0
471,Lão Già Gân,Hoàn thành,"Jonathan E Steinberg, Robert Levine",60 phút/tập,Vietsub,2022,Âu Mỹ,"Hành Động, Hình Sự",HD,5525.0,8.0,1.0
472,Tạm Biệt Lũ Ngốc,Hoàn thành,Albert Dupontel,87 Phút,Vietsub,2020,Pháp,"Hài Hước, Chính kịch",HD,247.0,8.0,1.0
473,Vũ Nữ Thoát Y,Hoàn thành,Lorene Scafaria,110 Phút,Vietsub,2019,Âu Mỹ,"Hài Hước, Chính kịch, Hình Sự",HD,521.0,8.0,1.0
474,Sát Thủ Mozu,Hoàn thành,羽住英一郎,116 Phút,Vietsub,2015,Nhật Bản,Hình Sự,HD,447.0,8.0,1.0
475,Dịch Vụ Ca Đêm,Hoàn thành,Ron Howard,106 phút,Vietsub,1982,Âu Mỹ,Hài Hước,HD,282.0,8.0,1.0
476,Henri,Hoàn thành,Octavian O.,89 phút,Vietsub,2017,Âu Mỹ,"Chính kịch, Hành Động",HD,392.0,8.0,1.0
477,Nửa Đêm Tại Pera Palace,Hoàn thành,Elif Usman,45 phút/tập,Vietsub,2022,Thổ Nhĩ Kỳ,"Chính kịch, Bí ẩn, Hình Sự",HD,553.0,8.0,1.0
478,Nửa Đêm Tại Pera Palace 2,Hoàn thành,Elif Usman,45 Phút / Tập,Vietsub,2024,Thổ Nhĩ Kỳ,"Chính kịch, Bí ẩn, Hình Sự",HD,557.0,8.0,1.0
479,Bí Mật Giới Thể Thao: Vụ Sát Hại Air McNair,Hoàn thành,"Taylor Alexander Ward, Rodney Lucas",58 phút,Vietsub,2024,Âu Mỹ,"Hình Sự, Tài Liệu",HD,278.0,8.0,1.0
480,Tây Thi Tân Truyện,Hoàn thành,Dai Yilin,105 phút,Vietsub,2024,Trung Quốc,"Tình Cảm, Bí ẩn",HD,701.0,8.0,1.0
481,Tham Vọng Hôn Nhân,Hoàn thành,Kim Jung Min,60 phút/tập,VietSub,2022,Hàn Quốc,"Chính kịch, Tình Cảm, Tâm Lý, Phiêu Lưu, Gia Đình",HD,10864.0,8.0,1.0
482,Phẩm Chất Quý Cô,Hoàn thành,"Jun Ji-hyun, Kwon Young-il",70 phút / tập,Thuyết Minh,2019,Hàn Quốc,"Tình Cảm, Tâm Lý",HD,43657.0,9.7,3.0
483,Trường An Bí Văn Lục: Nhiếp Ẩn Nương,Hoàn thành,Vương Dĩnh,85 phút,Vietsub,2024,Trung Quốc,"Hành Động, Cổ Trang",HD,791.0,8.0,1.0
484,Chó Săn Chiến Tranh,Hoàn thành,Isaac Florentine,94 phút,Vietsub,2024,Âu Mỹ,"Hành Động, Hình Sự",HD,1136.0,8.0,1.0
485,Kẻ Mù,Sắp chiếu,Andrew Hyatt,110 Phút,Vietsub,2023,Âu Mỹ,Chính kịch,HD,582.0,8.0,1.0
486,Vũ Thành,Hoàn thành,Tunku Mona Riza,115 Phút,Vietsub,2023,Malaysia,Chính kịch,HD,297.0,8.0,1.0
487,Vũ Nữ Thoát Y,Hoàn thành,Albert Langitan,90 Phút,Vietsub,2023,Philippines,"Chính kịch, Phim 18+",HD,7969.0,8.0,1.0
489,Wentworth,Hoàn thành,Kevin Carlin,45 phút/tập,Vietsub,2013,Úc,"Chính kịch, Hình Sự",HD,741.0,8.0,1.0
490,Wentworth 2,Hoàn thành,Kevin Carlin,45 phút/tập,Vietsub,2014,Úc,"Chính kịch, Hình Sự",HD,736.0,8.0,1.0
491,Wentworth 3,Hoàn thành,Kevin Carlin,45 phút/tập,Vietsub,2015,Úc,"Chính kịch, Hình Sự",HD,746.0,8.0,1.0
492,Wentworth 4,Hoàn thành,Kevin Carlin,45 phút/tập,Vietsub,2016,Úc,"Chính kịch, Hình Sự",HD,736.0,8.0,1.0
494,Trang Trại Vô Lo,Hoàn thành,Bartosz Prokopowicz,111 phút,Vietsub,2024,Ba lan,"Tình Cảm, Hài Hước",HD,277.0,8.0,1.0
495,Gia Đình Hoàn Hảo,Hoàn thành,Yukisada Isao,70 phút/tập,VietSub,2024,Hàn Quốc,"Tình Cảm, Chính kịch, Tâm Lý, Phiêu Lưu, Gia Đình",HD,8221.0,8.0,1.0
496,Thiếu Gia Giả Nghèo 2,Hoàn thành,Bruno Garotti,89 phút,Vietsub,2023,Brazil,"Tình Cảm, Hài Hước",HD,471.0,8.0,1.0
497,Tình Yêu Đã Lãng Quên,Hoàn thành,Michał Gazda,140 phút,Vietsub,2023,Ba lan,"Tình Cảm, Chính kịch",HD,290.0,8.0,1.0
498,Tân Olympus,Hoàn thành,Ferzan Özpetek,112 phút,Vietsub,2023,Ý,"Tình Cảm, Chính kịch",HD,333.0,8.0,1.0
499,Tải Trọng Tối Đa,Hoàn thành,Tomás Portella,100 phút,Vietsub,2023,Brazil,"Chính kịch, Hành Động",HD,521.0,8.0,1.0
500,Thương Lan Quyết,Hoàn thành,Yi Zheng,40 phút/tập,VietSub,2022,Trung Quốc,"Tình Cảm, Cổ Trang",HD,112004.0,9.5,11.0
501,Nàng Công Chúa Ở Thung Lũng Gió,Hoàn thành,宮崎駿,117 phút,Vietsub,1984,Nhật Bản,"Phiêu Lưu, Viễn Tưởng",HD,452.0,8.0,1.0
502,Ngọn Đồi Hoa Hồng Anh,Hoàn thành,宮崎吾朗,91 phút,Vietsub,2011,Nhật Bản,Chính kịch,HD,504.0,8.0,1.0
503,Ellie Si Tình,Sắp chiếu,三木康一郎,108 phút,Vietsub,2024,Nhật Bản,"Tình Cảm, Hài Hước, Tâm Lý",HD,992.0,8.0,1.0
504,Gió Nổi,Hoàn thành,宮崎駿,126 phút,Vietsub,2013,Nhật Bản,"Tình Cảm, Chính kịch, Chiến Tranh",HD,759.0,8.0,1.0
505,Cộng Sự Hoàn Hảo,Hoàn thành,Kim Ga Ram,60 phút/ tập,VietSub,2024,Hàn Quốc,"Chính kịch, Tình Cảm, Tâm Lý",HD,18305.0,8.0,1.0
506,Loài Mèo Trả Ơn,Hoàn thành,森田宏幸,75 phút,Vietsub,2002,Nhật Bản,"Chính kịch, Phiêu Lưu, Gia Đình, Viễn Tưởng",HD,330.0,8.0,1.0
507,Chỉ Còn Ngày Hôm Qua,Hoàn thành,高畑勲,119 phút,Vietsub,1991,Nhật Bản,"Tình Cảm, Chính kịch",HD,428.0,8.0,1.0
508,Dịch Vụ Giao Hàng Kiki,Hoàn thành,宮崎駿,103 phút,Vietsub,1989,Nhật Bản,"Gia Đình, Viễn Tưởng",HD,390.0,8.0,1.0
509,Cuộc Chiến Gấu Trúc,Hoàn thành,高畑勲,119 phút,Vietsub,1994,Nhật Bản,"Phiêu Lưu, Viễn Tưởng",HD,250.0,8.0,1.0
510,Cô Bé Người Cá Ponyo,Hoàn thành,宮崎駿,100 phút,Vietsub,2008,Nhật Bản,"Gia Đình, Viễn Tưởng",HD,463.0,8.0,1.0
511,Rodeo Rock,Hoàn thành,Marcelo Antunez,109 phút,Vietsub,2023,Brazil,"Tình Cảm, Hài Hước, Âm Nhạc",HD,330.0,8.0,1.0
512,Phòng khám thất tình,Hoàn thành,Shirel Peleg,96 phút,Vietsub,2024,Đức,"Tình Cảm, Hài Hước, Chính kịch",HD,293.0,8.0,1.0
513,Punjab Hoang Dã,Hoàn thành,Simarpreet Singh,111 phút,Vietsub,2024,Ấn Độ,"Hài Hước, Phiêu Lưu",HD,261.0,8.0,1.0
514,Ngộ Không Đại Náo Sư Đà Lĩnh,Hoàn thành,郭玉龙,74 phút,Vietsub,2024,Trung Quốc,"Chính kịch, Hành Động, Viễn Tưởng",HD,642.0,8.0,1.0
515,Bí Ẩn Tại Hồ Bơi,Hoàn thành,Sophon Sakdaphisit,115 phút,Vietsub,2014,Thái Lan,"Chính kịch, Kinh Dị",HD,699.0,8.0,1.0
516,Vận Mệnh Hai Ta,Hoàn thành,Catherine Camarillo,133 phút,Vietsub,2024,Philippines,"Tình Cảm, Chính kịch",HD,386.0,8.0,1.0
517,Mình Yêu Nhau Đi,Hoàn thành,Prueksa Amaruji,100 phút,Vietsub,2022,Thái Lan,"Tình Cảm, Hài Hước",HD,484.0,8.0,1.0
519,Khoảng Trời Bí Mật (Khoảng Trời Của Riêng Em),Hoàn thành,Aun Kornpoj Suebchompoo,60 phút/tập,Vietsub,2024,Thái Lan,Tình Cảm,HD,2902.0,8.0,1.0
520,Vùng Đất Hạnh Phúc,Hoàn thành,Choo Chang Min,124 Phút,Vietsub,2024,Hàn Quốc,"Tâm Lý, Chính kịch",HD,1215.0,8.0,1.0
522,Độ Thanh Hoan,Hoàn thành,He Jia Nan,15 phút/ tập,Vietsub,2024,Trung Quốc,"Tình Cảm, Chính kịch, Tâm Lý, Phiêu Lưu, Hành Động",HD,6271.0,8.0,1.0
523,Những chú chó nghĩ gì,Hoàn thành,Andy Mitchell,75 phút,Vietsub,2024,Âu Mỹ,Tài Liệu,HD,219.0,8.0,1.0
524,Polis Evo 3,Hoàn thành,Syafiq Yusof,110 phút,Vietsub,2023,Malaysia,"Hài Hước, Tâm Lý, Hành Động, Hình Sự",HD,496.0,8.0,1.0
525,Những kẻ xấu xa: Một Giáng sinh rất xấu xa,Hoàn thành,Bret Haaland,22 phút,Vietsub,2023,Âu Mỹ,"Hài Hước, Gia Đình, Hành Động",HD,420.0,8.0,1.0
526,Người Bảo Vệ Loài Bướm Chúa,Hoàn thành,Emiliano Ruprah de Fina,92 phút,Vietsub,2024,Tây Ban Nha,Tài Liệu,HD,195.0,8.0,1.0
527,Tẩu Sơn Nhân Kỳ Đàm,Hoàn thành,"Zhao Ruiyong, Yuan Guangan",74 phút,Vietsub,2024,Trung Quốc,"Tâm Lý, Bí ẩn",HD,536.0,8.0,1.0
529,Wrongful Death,Hoàn thành,Vjekoslav Katušin,86 phút,Vietsub,2023,Đức,"Tâm Lý, Bí ẩn",HD,488.0,8.0,1.0
